Source,Target,Weight,Type
Black Guardian,Romana I,1,directed
Black Guardian,Tegan Jovanka,3,directed
Black Guardian,The Shadow,1,directed
Black Guardian,Vislor Turlough,3,directed
Black Guardian,White Guardian,1,directed
Black Guardian,Wrack,1,directed
Blon Fel-Fotch Passameer-Day Slitheen,Jack Harkness,1,directed
Blon Fel-Fotch Passameer-Day Slitheen,Mickey Smith,1,directed
Blon Fel-Fotch Passameer-Day Slitheen,Ninth Doctor,1,directed
Blon Fel-Fotch Passameer-Day Slitheen,Rose Tyler,1,directed
Boneless,Clara Oswald,1,directed
Boneless,Danny Pink,1,directed
Boneless,Rigsy,1,directed
Boneless,The Master,1,directed
Boneless,Twelfth Doctor,1,directed
Bonnie (The Zygon Invasion),Clara Oswald,1,directed
Bonnie (The Zygon Invasion),Jac (The Magician's Apprentice),2,directed
Bonnie (The Zygon Invasion),Kate Stewart,3,directed
Bonnie (The Zygon Invasion),Petronella Osgood,3,directed
Bonnie (The Zygon Invasion),Twelfth Doctor,3,directed
Borad,H. G. Wells,1,directed
Borad,Peri Brown,1,directed
Borad,Sixth Doctor,1,directed
Borad,Tekker,1,directed
Bors (The Doctor's Meditation),Twelfth Doctor,1,directed
Borusa,Alistair Gordon Lethbridge-Stewart,1,directed
Borusa,Fifth Doctor,2,directed
Borusa,First Doctor,1,directed
Borusa,Fourth Doctor,1,directed
Borusa,K9 Mark III,1,directed
Borusa,Lord President,1,directed
Borusa,Nyssa,1,directed
Borusa,Omega,1,directed
Borusa,Rassilon,1,directed
Borusa,Romana II,1,directed
Borusa,Sarah Jane Smith,1,directed
Borusa,Second Doctor,1,directed
Borusa,Susan Foreman,1,directed
Borusa,Tegan Jovanka,2,directed
Borusa,The Master,1,directed
Borusa,Third Doctor,1,directed
Borusa,Vislor Turlough,1,directed
Bragen,Ben Jackson,1,directed
Bragen,Dalek,1,directed
Bragen,Janley,1,directed
Bragen,Polly Wright,1,directed
Bragen,Second Doctor,1,directed
Bret Vyon,Black Dalek Leader,1,directed
Bret Vyon,First Doctor,1,directed
Bret Vyon,Katarina,1,directed
Bret Vyon,Mavic Chen,1,directed
Bret Vyon,Sara Kingdom,1,directed
Bret Vyon,Steven Taylor,1,directed
Bret Vyon,The Monk,1,directed
Brian Cox,Eleventh Doctor,1,directed
Brian Williams (Dinosaurs on a Spaceship),Amy Pond,2,directed
Brian Williams (Dinosaurs on a Spaceship),Eleventh Doctor,2,directed
Brian Williams (Dinosaurs on a Spaceship),John Riddell,1,directed
Brian Williams (Dinosaurs on a Spaceship),Kate Stewart,1,directed
Brian Williams (Dinosaurs on a Spaceship),Nefertiti,1,directed
Brian Williams (Dinosaurs on a Spaceship),Rory Williams,2,directed
Brian Williams (Dinosaurs on a Spaceship),Shakri,1,directed
Brian Williams (Dinosaurs on a Spaceship),Solomon (Dinosaurs on a Spaceship),1,directed
Broton,Alistair Gordon Lethbridge-Stewart,1,directed
Broton,Fourth Doctor,1,directed
Broton,Harry Sullivan,1,directed
Broton,John Benton,1,directed
Broton,Sarah Jane Smith,1,directed
Bruno Taltalian,Carrington (The Ambassadors of Death),1,directed
Bruno Taltalian,Collinson,1,directed
Bruno Taltalian,John Benton,1,directed
Bruno Taltalian,Liz Shaw,1,directed
Bruno Taltalian,Reegan,1,directed
Bruno Taltalian,The Brigadier,1,directed
Bruno Taltalian,Third Doctor,1,directed
Butler (Invasion of the Dinosaurs),Charles Grover,1,directed
Butler (Invasion of the Dinosaurs),Finch (Invasion of the Dinosaurs),1,directed
Butler (Invasion of the Dinosaurs),John Benton,1,directed
Butler (Invasion of the Dinosaurs),Mike Yates,1,directed
Butler (Invasion of the Dinosaurs),Sarah Jane Smith,1,directed
Butler (Invasion of the Dinosaurs),The Brigadier,1,directed
Butler (Invasion of the Dinosaurs),Third Doctor,1,directed
Butler (Invasion of the Dinosaurs),Whitaker (Invasion of the Dinosaurs),1,directed
Canton Everett Delaware III,Amy Pond,2,directed
Canton Everett Delaware III,Eleventh Doctor,2,directed
Canton Everett Delaware III,Richard Nixon,2,directed
Canton Everett Delaware III,River Song,2,directed
Canton Everett Delaware III,Rory Williams,2,directed
Canton Everett Delaware III,Silent,2,directed
Captain,Adolf Hitler,1,directed
Captain,Amy Pond,2,directed
Captain,Arthur Candy,1,directed
Captain,Carter (Let's Kill Hitler),2,directed
Captain,Dorium Maldovar,1,directed
Captain,Eleventh Doctor,2,directed
Captain,River Song,2,directed
Captain,Rory Williams,2,directed
Captain,Silent,1,directed
Captain,Teselecta,1,directed
Captain,Winston Churchill,1,directed
Carol Bell,Arthur Linwood,1,directed
Carol Bell,Axos,1,directed
Carol Bell,Charles Kettering,1,directed
Carol Bell,George Patrick Barnham,1,directed
Carol Bell,Harry Mailer,1,directed
Carol Bell,Jo Grant,2,directed
Carol Bell,John Benton,2,directed
Carol Bell,Keller Machine,1,directed
Carol Bell,Mike Yates,2,directed
Carol Bell,Roland Summers,1,directed
Carol Bell,The Brigadier,2,directed
Carol Bell,The Master,2,directed
Carol Bell,Third Doctor,2,directed
Carrington (The Ambassadors of Death),Bruno Taltalian,1,directed
Carrington (The Ambassadors of Death),Collinson,1,directed
Carrington (The Ambassadors of Death),John Benton,1,directed
Carrington (The Ambassadors of Death),Liz Shaw,1,directed
Carrington (The Ambassadors of Death),Reegan,1,directed
Carrington (The Ambassadors of Death),The Brigadier,1,directed
Carrington (The Ambassadors of Death),Third Doctor,1,directed
Carrionite,Elizabeth I,1,directed
Carrionite,Martha Jones,1,directed
Carrionite,Tenth Doctor,1,directed
Carrionite,William Shakespeare,1,directed
Carter (Let's Kill Hitler),Adolf Hitler,1,directed
Carter (Let's Kill Hitler),Amy Pond,2,directed
Carter (Let's Kill Hitler),Arthur Candy,1,directed
Carter (Let's Kill Hitler),Captain,2,directed
Carter (Let's Kill Hitler),Dorium Maldovar,1,directed
Carter (Let's Kill Hitler),Eleventh Doctor,2,directed
Carter (Let's Kill Hitler),River Song,2,directed
Carter (Let's Kill Hitler),Rory Williams,2,directed
Carter (Let's Kill Hitler),Silent,1,directed
Carter (Let's Kill Hitler),Teselecta,1,directed
Carter (Let's Kill Hitler),Winston Churchill,1,directed
Casp,Cassandra O'Brien.Δ17,1,directed
Casp,Face of Boe,1,directed
Casp,Jackie Tyler,1,directed
Casp,Matron,1,directed
Casp,Mickey Smith,1,directed
Casp,Rose Tyler,1,directed
Casp,Tenth Doctor,1,directed
Cassandra (The Myth Makers),First Doctor,1,directed
Cassandra (The Myth Makers),Katarina,1,directed
Cassandra (The Myth Makers),Odysseus,1,directed
Cassandra (The Myth Makers),Steven Taylor,1,directed
Cassandra (The Myth Makers),Vicki Pallister,1,directed
Cassandra O'Brien.Δ17,Casp,1,directed
Cassandra O'Brien.Δ17,Face of Boe,2,directed
Cassandra O'Brien.Δ17,Jackie Tyler,2,directed
Cassandra O'Brien.Δ17,Matron,1,directed
Cassandra O'Brien.Δ17,Mickey Smith,1,directed
Cassandra O'Brien.Δ17,Ninth Doctor,1,directed
Cassandra O'Brien.Δ17,Rose Tyler,2,directed
Cassandra O'Brien.Δ17,Tenth Doctor,1,directed
Cassie Rice,Azlok,1,directed
Cassie Rice,Jimmy Stalkingwolf,1,directed
Cassie Rice,Lord,1,directed
Cassie Rice,Tenth Doctor,1,directed
Catherine de Medici,Dodo Chaplet,1,directed
Catherine de Medici,First Doctor,1,directed
Catherine de Medici,Gaspard de Saux-Tavannes,1,directed
Catherine de Medici,Steven Taylor,1,directed
Celestial Toymaker,Dodo Chaplet,1,directed
Celestial Toymaker,First Doctor,1,directed
Celestial Toymaker,Steven Taylor,1,directed
Cessair of Diplos,Fourth Doctor,1,directed
Cessair of Diplos,K9 Mark II,1,directed
Cessair of Diplos,Ogri,1,directed
Cessair of Diplos,Romana I,1,directed
Cessair of Diplos,White Guardian,1,directed
Chagaska,Graham O'Brien,1,directed
Chagaska,Rakaya,1,directed
Chagaska,Ryan Sinclair,1,directed
Chagaska,Sonya Khan,1,directed
Chagaska,Thirteenth Doctor,1,directed
Chagaska,Tibo,1,directed
Chagaska,Yasmin Khan,1,directed
Chagaska,Zellin,1,directed
Chameleon (humanoid),Ben Jackson,1,directed
Chameleon (humanoid),Jamie McCrimmon,1,directed
Chameleon (humanoid),Polly Wright,1,directed
Chameleon (humanoid),Second Doctor,1,directed
Chameleon (humanoid),The Director (The Faceless Ones),1,directed
Chancellor (The Three Doctors),First Doctor,1,directed
Chancellor (The Three Doctors),Jo Grant,1,directed
Chancellor (The Three Doctors),John Benton,1,directed
Chancellor (The Three Doctors),Omega,1,directed
Chancellor (The Three Doctors),Palmer (The Three Doctors),1,directed
Chancellor (The Three Doctors),President (The Three Doctors),1,directed
Chancellor (The Three Doctors),Second Doctor,1,directed
Chancellor (The Three Doctors),The Brigadier,1,directed
Chancellor (The Three Doctors),Third Doctor,1,directed
Chancellor (The Three Doctors),Time Lord (The Three Doctors),1,directed
Chang Lee,Eighth Doctor,1,directed
Chang Lee,Grace Holloway,1,directed
Chang Lee,Seventh Doctor,1,directed
Chang Lee,The Master,1,directed
Channing,Auton,1,directed
Channing,Liz Shaw,1,directed
Channing,Nestene Consciousness,1,directed
Channing,The Brigadier,1,directed
Channing,Third Doctor,1,directed
Charles Dickens,Gelth ambassador,1,directed
Charles Dickens,Ninth Doctor,1,directed
Charles Dickens,Rose Tyler,1,directed
Charles Grover,Butler (Invasion of the Dinosaurs),1,directed
Charles Grover,Finch (Invasion of the Dinosaurs),1,directed
Charles Grover,John Benton,1,directed
Charles Grover,Mike Yates,1,directed
Charles Grover,Sarah Jane Smith,1,directed
Charles Grover,The Brigadier,1,directed
Charles Grover,Third Doctor,1,directed
Charles Grover,Whitaker (Invasion of the Dinosaurs),1,directed
Charles Kettering,Arthur Linwood,1,directed
Charles Kettering,Carol Bell,1,directed
Charles Kettering,George Patrick Barnham,1,directed
Charles Kettering,Harry Mailer,1,directed
Charles Kettering,Jo Grant,1,directed
Charles Kettering,John Benton,1,directed
Charles Kettering,Keller Machine,1,directed
Charles Kettering,Mike Yates,1,directed
Charles Kettering,Roland Summers,1,directed
Charles Kettering,The Brigadier,1,directed
Charles Kettering,The Master,1,directed
Charles Kettering,Third Doctor,1,directed
Charlie Duffy,Graham O'Brien,1,directed
Charlie Duffy,Ryan Sinclair,1,directed
Charlie Duffy,Thirteenth Doctor,1,directed
Charlie Duffy,Yasmin Khan,1,directed
Cheetah Person,Ace,1,directed
Cheetah Person,Kitling,1,directed
Cheetah Person,Midge (Survival),1,directed
Cheetah Person,Seventh Doctor,1,directed
Cheetah Person,The Master,1,directed
Chela,Fifth Doctor,1,directed
Chela,Mara,1,directed
Chela,Nyssa,1,directed
Chela,Tegan Jovanka,1,directed
Cherub (The Smugglers),Ben Jackson,1,directed
Cherub (The Smugglers),Edwards (The Smugglers),1,directed
Cherub (The Smugglers),First Doctor,1,directed
Cherub (The Smugglers),Polly Wright,1,directed
Cherub (The Smugglers),Samuel Pike,1,directed
Chessene of the Franzine Grig,Jamie McCrimmon,1,directed
Chessene of the Franzine Grig,Peri Brown,1,directed
Chessene of the Franzine Grig,Shockeye of the Quawncing Grig,1,directed
Chessene of the Franzine Grig,Sixth Doctor,1,directed
Chessene of the Franzine Grig,Sontaran,1,directed
Chief Caretaker,Kroagnon,1,directed
Chief Caretaker,Melanie Bush,1,directed
Chief Caretaker,Seventh Doctor,1,directed
Chief Officer,Peri Brown,1,directed
Chief Officer,Quillam,1,directed
Chief Officer,Sil,1,directed
Chief Officer,Sixth Doctor,1,directed
Chief clown,Ace,1,directed
Chief clown,Gods of Ragnarok,1,directed
Chief clown,Mags (The Greatest Show in the Galaxy),1,directed
Chief clown,Seventh Doctor,1,directed
Chloe Webber's father,Rose Tyler,1,directed
Chloe Webber's father,Tenth Doctor,1,directed
Chris Parsons,Chronotis,1,directed
Chris Parsons,Clare Keightley,1,directed
Chris Parsons,Eighth Doctor,1,directed
Chris Parsons,K9 Mark II,1,directed
Chris Parsons,Romana II,1,directed
Chris Parsons,Skagra,1,directed
Christina de Souza,Erisa Magambo,1,directed
Christina de Souza,Stingray,1,directed
Christina de Souza,Tenth Doctor,1,directed
Chronotis,Chris Parsons,1,directed
Chronotis,Clare Keightley,1,directed
Chronotis,Eighth Doctor,1,directed
Chronotis,K9 Mark II,1,directed
Chronotis,Romana II,1,directed
Chronotis,Skagra,1,directed
City Administrator (The Sensorites),Barbara Wright,1,directed
City Administrator (The Sensorites),Commander (The Sensorites),1,directed
City Administrator (The Sensorites),First Doctor,1,directed
City Administrator (The Sensorites),Ian Chesterton,1,directed
City Administrator (The Sensorites),Susan Foreman,1,directed
Clara Oswald,Alistair Gordon Lethbridge-Stewart,1,directed
Clara Oswald,Amy Pond,2,directed
Clara Oswald,Angie Maitland,2,directed
Clara Oswald,Archibald Hamish Lethbridge-Stewart,1,directed
Clara Oswald,Artie Maitland,2,directed
Clara Oswald,Ashildr,4,directed
Clara Oswald,Barnable,1,directed
Clara Oswald,Bill Potts,1,directed
Clara Oswald,Boneless,1,directed
Clara Oswald,Bonnie (The Zygon Invasion),1,directed
Clara Oswald,Courtney Woods,2,directed
Clara Oswald,Cyberman,1,directed
Clara Oswald,Cybermen,1,directed
Clara Oswald,Dalek,1,directed
Clara Oswald,Dalek Fleet,1,directed
Clara Oswald,Daleks,1,directed
Clara Oswald,Danny Pink,10,directed
Clara Oswald,Davros,2,directed
Clara Oswald,Dream crab,1,directed
Clara Oswald,Eleventh Doctor,15,directed
Clara Oswald,Elizabeth I,1,directed
Clara Oswald,Ellie Oswald,1,directed
Clara Oswald,First Doctor,2,directed
Clara Oswald,Fisher King,1,directed
Clara Oswald,Frank Armitage,3,directed
Clara Oswald,Gagan Rassmussen,1,directed
Clara Oswald,Ghost,2,directed
Clara Oswald,Grand Marshall,1,directed
Clara Oswald,Great Intelligence,3,directed
Clara Oswald,Gus (Mummy on the Orient Express),1,directed
Clara Oswald,Half-Face Man,1,directed
Clara Oswald,Handles,1,directed
Clara Oswald,Journey Blue,1,directed
Clara Oswald,Karabraxos,1,directed
Clara Oswald,Kate Stewart,4,directed
Clara Oswald,Kenossium,1,directed
Clara Oswald,Leandro,1,directed
Clara Oswald,Mire,1,directed
Clara Oswald,Mister Sweet,1,directed
Clara Oswald,Mr Clever,1,directed
Clara Oswald,Nardole,1,directed
Clara Oswald,Ohila,2,directed
Clara Oswald,Paternoster Gang,4,directed
Clara Oswald,Perkins (Mummy on the Orient Express),1,directed
Clara Oswald,Petronella Osgood,2,directed
Clara Oswald,Psi,1,directed
Clara Oswald,Rassilon,1,directed
Clara Oswald,Rigsy,2,directed
Clara Oswald,River Song,1,directed
Clara Oswald,Robin Hood,1,directed
Clara Oswald,Rory Williams,1,directed
Clara Oswald,Rosemary Kizlet,1,directed
Clara Oswald,Rusty (Into the Dalek),2,directed
Clara Oswald,Saibra,1,directed
Clara Oswald,Sandman (Sleep No More),1,directed
Clara Oswald,Santa,1,directed
Clara Oswald,Seb (The Caretaker),2,directed
Clara Oswald,Sheriff of Nottingham,1,directed
Clara Oswald,Skaldak,1,directed
Clara Oswald,Skovox Blitzer,1,directed
Clara Oswald,Spider germ,1,directed
Clara Oswald,Supreme Dalek (Victory of the Daleks),1,directed
Clara Oswald,Tasha Lem,1,directed
Clara Oswald,Tenth Doctor,1,directed
Clara Oswald,The Curator,1,directed
Clara Oswald,The Master,9,directed
Clara Oswald,The Moment,1,directed
Clara Oswald,Thirteenth Doctor,1,directed
Clara Oswald,Time zombie,1,directed
Clara Oswald,Twelfth Doctor,25,directed
Clara Oswald,War Doctor,2,directed
Clara Oswald,Winifred Gillyflower,1,directed
Clara Oswald,Zygon Kate Stewart,1,directed
Clara Oswald,Zygon Osgood,1,directed
Clara Oswald (The Bells of Saint John),Akhaten,1,directed
Clara Oswald (The Bells of Saint John),Eleventh Doctor,1,directed
Clara Oswald (The Bells of Saint John),Mummy (The Rings of Akhaten),1,directed
Clara Oswald (The Bells of Saint John),Vigil,1,directed
Clare Keightley,Chris Parsons,1,directed
Clare Keightley,Chronotis,1,directed
Clare Keightley,Eighth Doctor,1,directed
Clare Keightley,K9 Mark II,1,directed
Clare Keightley,Romana II,1,directed
Clare Keightley,Skagra,1,directed
Clifford Jones,BOSS,1,directed
Clifford Jones,Giant maggot,1,directed
Clifford Jones,Jo Grant,1,directed
Clifford Jones,John Benton,1,directed
Clifford Jones,Mark Elgin,1,directed
Clifford Jones,Mike Yates,1,directed
Clifford Jones,Stevens,1,directed
Clifford Jones,The Brigadier,1,directed
Clifford Jones,Third Doctor,1,directed
Clive Finch,Jackie Tyler,1,directed
Clive Finch,Mickey Smith,1,directed
Clive Finch,Nestene Consciousness,1,directed
Clive Finch,Ninth Doctor,1,directed
Clive Finch,Rose Tyler,1,directed
Clive Jones,Florence Finnegan,1,directed
Clive Jones,Francine Jones,3,directed
Clive Jones,Jack Harkness,2,directed
Clive Jones,Leo Jones,2,directed
Clive Jones,Martha Jones,3,directed
Clive Jones,Tenth Doctor,3,directed
Clive Jones,The Master,2,directed
Clive Jones,Tish Jones,3,directed
Clockwork Droid,Control node (The Girl in the Fireplace),1,directed
Clockwork Droid,Jeanne-Antoinette Poisson,1,directed
Clockwork Droid,Mickey Smith,1,directed
Clockwork Droid,Rose Tyler,1,directed
Clockwork Droid,Tenth Doctor,1,directed
Cobb (The Doctor's Daughter),Donna Noble,1,directed
Cobb (The Doctor's Daughter),Jenny (The Doctor's Daughter),1,directed
Cobb (The Doctor's Daughter),Martha Jones,1,directed
Cobb (The Doctor's Daughter),Tenth Doctor,1,directed
Cofelia,Donna Noble,1,directed
Cofelia,Rose Tyler,1,directed
Cofelia,Sylvia Noble,1,directed
Cofelia,Tenth Doctor,1,directed
Cofelia,Wilfred Mott,1,directed
Collinson,Bruno Taltalian,1,directed
Collinson,Carrington (The Ambassadors of Death),1,directed
Collinson,John Benton,1,directed
Collinson,Liz Shaw,1,directed
Collinson,Reegan,1,directed
Collinson,The Brigadier,1,directed
Collinson,Third Doctor,1,directed
Commander,Fourth Doctor,1,directed
Commander,Irongron,1,directed
Commander,K9 Mark I,1,directed
Commander,Leela,1,directed
Commander,Linx,1,directed
Commander,Sarah Jane Smith,1,directed
Commander,Stor,1,directed
Commander,The Brigadier,1,directed
Commander,Third Doctor,1,directed
Commander,Vardan,1,directed
Commander (The Sensorites),Barbara Wright,1,directed
Commander (The Sensorites),City Administrator (The Sensorites),1,directed
Commander (The Sensorites),First Doctor,1,directed
Commander (The Sensorites),Ian Chesterton,1,directed
Commander (The Sensorites),Susan Foreman,1,directed
Control node (The Girl in the Fireplace),Clockwork Droid,1,directed
Control node (The Girl in the Fireplace),Jeanne-Antoinette Poisson,1,directed
Control node (The Girl in the Fireplace),Mickey Smith,1,directed
Control node (The Girl in the Fireplace),Rose Tyler,1,directed
Control node (The Girl in the Fireplace),Tenth Doctor,1,directed
Copper (Voyage of the Damned),Alonso Frame,1,directed
Copper (Voyage of the Damned),Astrid Peth,1,directed
Copper (Voyage of the Damned),Heavenly Host,1,directed
Copper (Voyage of the Damned),Max Capricorn,1,directed
Copper (Voyage of the Damned),Tenth Doctor,1,directed
Copper (Voyage of the Damned),Wilfred Mott,1,directed
Courtney Woods,Clara Oswald,2,directed
Courtney Woods,Danny Pink,2,directed
Courtney Woods,Frank Armitage,1,directed
Courtney Woods,Seb (The Caretaker),1,directed
Courtney Woods,Skovox Blitzer,1,directed
Courtney Woods,Spider germ,1,directed
Courtney Woods,The Master,1,directed
Courtney Woods,Twelfth Doctor,2,directed
Craig Owens,79B Aickman Road,1,directed
